DATE,DEXKOUS
2017-10-16,1127.7200
2017-10-17,1129.8600
2017-10-18,1130.9400
2017-10-19,1129.0600
2017-10-20,1130.6900
2017-10-23,1129.7300
2017-10-24,1128.3600
2017-10-25,1126.4900
2017-10-26,1123.0000
2017-10-27,1124.7900
2017-10-30,1124.7900
2017-10-31,1115.6800
2017-11-01,1110.0300
2017-11-02,1111.5400
2017-11-03,1114.8600
2017-11-06,1110.0900
2017-11-07,1113.1000
2017-11-08,1111.1400
2017-11-09,1118.1300
2017-11-10,.
2017-11-13,1119.9600
2017-11-14,1113.6500
2017-11-15,1103.9000
2017-11-16,1094.4900
2017-11-17,1093.1500
2017-11-20,1093.1500
2017-11-21,1088.1000
2017-11-22,1085.6600
2017-11-23,.
2017-11-24,1082.5900
2017-11-27,1088.3600
2017-11-28,1079.8700
2017-11-29,1079.3300
2017-11-30,1084.7900
2017-12-01,1082.3600
2017-12-04,1082.3600
2017-12-05,1086.8500
2017-12-06,1094.5500
2017-12-07,1090.6800
2017-12-08,1092.0300
2017-12-11,1092.0300
2017-12-12,1090.0900
2017-12-13,1088.0100
2017-12-14,1088.0900
2017-12-15,1086.3900
2017-12-18,1084.2800
2017-12-19,1084.2900
2017-12-20,1078.1400
2017-12-21,1078.0800
2017-12-22,1076.8700
2017-12-25,.
2017-12-26,1073.7500
2017-12-27,1073.1300
2017-12-28,1068.6400
2017-12-29,1067.4200
2018-01-01,.
2018-01-02,1059.3900
2018-01-03,1063.1100
2018-01-04,1061.5000
2018-01-05,1060.0700
2018-01-08,1066.2600
2018-01-09,1068.8000
2018-01-10,1067.5500
2018-01-11,1062.6700
2018-01-12,1062.0900
2018-01-15,.
2018-01-16,1064.1900
2018-01-17,1066.7200
2018-01-18,1069.3500
2018-01-19,1065.8100
2018-01-22,1068.0600
2018-01-23,1072.5900
2018-01-24,1065.3900
2018-01-25,1057.5700
2018-01-26,1064.1200
2018-01-29,1071.2800
2018-01-30,1073.6100
2018-01-31,1068.3300
2018-02-01,1069.3300
2018-02-02,1086.2100
2018-02-05,1086.7900
2018-02-06,1081.2000
2018-02-07,1082.5600
2018-02-08,1093.0400
2018-02-09,1087.9900
2018-02-12,1082.2700
2018-02-13,1083.0700
2018-02-14,1076.7100
2018-02-15,1065.6900
2018-02-16,1065.2700
2018-02-19,.
2018-02-20,1072.8500
2018-02-21,1076.1100
2018-02-22,1077.6100
2018-02-23,1075.7700
2018-02-26,1069.0
2018-02-27,1077.43
2018-02-28,1082.12
2018-03-01,1081.33
2018-03-02,1080.25
2018-03-05,1076.75
2018-03-06,1061.53
2018-03-07,1067.93
2018-03-08,1074.21
2018-03-09,1066.59
2018-03-12,1063.7
2018-03-13,1062.14
2018-03-14,1063.38
2018-03-15,1065.89
2018-03-16,1068.4
2018-03-19,1072.29
2018-03-20,1070.61
2018-03-21,1070.51
2018-03-22,1079.51
2018-03-23,1081.29
2018-03-26,1076.87
2018-03-27,1071.21
2018-03-28,1063.03
2018-03-29,1060.31
2018-03-30,1060.99
2018-04-02,1056.03
2018-04-03,1054.63
2018-04-04,1059.5
2018-04-05,1061.56
2018-04-06,1068.73
2018-04-09,1067.11
2018-04-10,1064.53
2018-04-11,1066.76
2018-04-12,1069.84
2018-04-13,1070.55
2018-04-16,1071.59
2018-04-17,1066.56
2018-04-18,1064.51
2018-04-19,1065.68
2018-04-20,1071.0
2018-04-23,1077.72
2018-04-24,1074.8
2018-04-25,1082.99
2018-04-26,1078.2
2018-04-27,1067.59
